kod_cast,radon,populace,okres,kraj
178357,3.0,55.0,Rakovník,Středočeský kraj
184675,1.0,510.0,Kolín,Středočeský kraj
070602,1.0,227.0,Nymburk,Středočeský kraj
066672,1.0,639.0,Nymburk,Středočeský kraj
123544,1.0,442.0,Nymburk,Středočeský kraj
071269,1.0,336.0,Nymburk,Středočeský kraj
003107,1.0,444.0,Nymburk,Středočeský kraj
003166,1.0,229.0,Nymburk,Středočeský kraj
070521,1.0,853.0,Nymburk,Středočeský kraj
121029,1.0,429.0,Nymburk,Středočeský kraj
193836,1.0,312.0,Nymburk,Středočeský kraj
045021,1.0,795.0,Nymburk,Středočeský kraj
177784,1.0,336.0,Nymburk,Středočeský kraj
093319,1.0,425.0,Rakovník,Středočeský kraj
111929,1.0,437.0,Nymburk,Středočeský kraj
109177,1.0,341.0,Nymburk,Středočeský kraj
161730,1.0,575.0,Rakovník,Středočeský kraj
191370,1.0,311.0,Rakovník,Středočeský kraj
137316,1.0,162.0,Rakovník,Středočeský kraj
173797,1.0,272.0,Rakovník,Středočeský kraj
076392,1.0,623.0,Rakovník,Středočeský kraj
178241,1.0,19.0,Rakovník,Středočeský kraj
071358,1.0,217.0,Nymburk,Středočeský kraj
139548,1.0,159.0,Nymburk,Středočeský kraj
015407,1.0,355.0,Nymburk,Středočeský kraj
195731,1.0,447.0,Kolín,Středočeský kraj
009458,2.0,207.0,Rakovník,Středočeský kraj
063312,1.0,129.0,Rakovník,Středočeský kraj
195766,1.0,131.0,Kutná Hora,Středočeský kraj
189324,1.0,113.0,Kutná Hora,Středočeský kraj
195782,1.0,214.0,Kutná Hora,Středočeský kraj
189341,1.0,722.0,Kutná Hora,Středočeský kraj
147397,1.0,1641.0,Kolín,Středočeský kraj
402125,2.0,5846.0,Kolín,Středočeský kraj
109207,1.0,294.0,Kolín,Středočeský kraj
197467,1.0,151.0,Kolín,Středočeský kraj
068951,1.0,979.0,Kolín,Středočeský kraj
094081,1.0,298.0,Kutná Hora,Středočeský kraj
197432,1.0,152.0,Kolín,Středočeský kraj
172332,1.0,185.0,Kolín,Středočeský kraj
016454,1.0,371.0,Kolín,Středočeský kraj
117099,1.0,841.0,Kolín,Středočeský kraj
134384,1.0,347.0,Nymburk,Středočeský kraj
082694,1.0,1190.0,Nymburk,Středočeský kraj
195723,1.0,219.0,Kolín,Středočeský kraj
170518,1.0,396.0,Kolín,Středočeský kraj
170488,1.0,123.0,Kolín,Středočeský kraj
141445,1.0,525.0,Kolín,Středočeský kraj
141437,1.0,83.0,Kolín,Středočeský kraj
170496,1.0,22.0,Kolín,Středočeský kraj
167185,2.0,248.0,Kolín,Středočeský kraj
167169,2.0,177.0,Kolín,Středočeský kraj
167860,2.0,336.0,Kolín,Středočeský kraj
054003,2.0,234.0,Kolín,Středočeský kraj
066656,2.0,248.0,Kolín,Středočeský kraj
053988,2.0,317.0,Kolín,Středočeský kraj
170470,2.0,63.0,Kolín,Středočeský kraj
083950,2.0,107.0,Kolín,Středočeský kraj
167151,3.0,111.0,Kolín,Středočeský kraj
171387,1.0,590.0,Kolín,Středočeský kraj
004103,1.0,276.0,Kutná Hora,Středočeský kraj
189332,1.0,210.0,Kutná Hora,Středočeský kraj
159549,1.0,36.0,Kutná Hora,Středočeský kraj
079448,1.0,127.0,Vsetín,Zlínský kraj
161276,2.0,66.0,Kolín,Středočeský kraj
182788,2.0,368.0,Kolín,Středočeský kraj
022829,2.0,899.0,Kolín,Středočeský kraj
167177,2.0,447.0,Kolín,Středočeský kraj
031038,3.0,543.0,Praha-východ,Středočeský kraj
165301,2.0,1162.0,Praha-východ,Středočeský kraj
111970,1.0,215.0,Nymburk,Středočeský kraj
189642,3.0,114.0,Benešov,Středočeský kraj
190144,3.0,38.0,Benešov,Středočeský kraj
189618,3.0,37.0,Benešov,Středočeský kraj
144932,1.0,244.0,Benešov,Středočeský kraj
050598,2.0,77.0,Beroun,Středočeský kraj
024368,2.0,233.0,Benešov,Středočeský kraj
172405,2.0,305.0,Benešov,Středočeský kraj
050474,2.0,2096.0,Beroun,Středočeský kraj
167878,2.0,216.0,Kolín,Středočeský kraj
402141,2.0,6082.0,Kolín,Středočeský kraj
022811,2.0,280.0,Kolín,Středočeský kraj
185353,3.0,165.0,Benešov,Středočeský kraj
019682,3.0,508.0,Benešov,Středočeský kraj
126039,3.0,1384.0,Benešov,Středočeský kraj
024333,3.0,586.0,Benešov,Středočeský kraj
403067,3.0,4.0,Benešov,Středočeský kraj
172391,3.0,2920.0,Benešov,Středočeský kraj
019666,3.0,2486.0,Benešov,Středočeský kraj
144991,1.0,36.0,Benešov,Středočeský kraj
034461,2.0,274.0,Beroun,Středočeský kraj
001210,2.0,228.0,Beroun,Středočeský kraj
151530,2.0,309.0,Benešov,Středočeský kraj
172383,3.0,985.0,Benešov,Středočeský kraj
140040,2.0,112.0,Příbram,Středočeský kraj
144983,3.0,85.0,Benešov,Středočeský kraj
151548,3.0,40.0,Benešov,Středočeský kraj
151556,3.0,19.0,Benešov,Středočeský kraj
048933,2.0,401.0,Beroun,Středočeský kraj
052078,3.0,169.0,Benešov,Středočeský kraj
024350,3.0,248.0,Benešov,Středočeský kraj
080373,3.0,464.0,Benešov,Středočeský kraj
080381,3.0,378.0,Benešov,Středočeský kraj
075221,1.0,374.0,Kolín,Středočeský kraj
051306,3.0,48.0,Benešov,Středočeský kraj
144941,3.0,88.0,Benešov,Středočeský kraj
144967,3.0,44.0,Benešov,Středočeský kraj
123641,3.0,217.0,Benešov,Středočeský kraj
401340,3.0,10.0,Benešov,Středočeský kraj
144975,3.0,36.0,Benešov,Středočeský kraj
172375,3.0,335.0,Benešov,Středočeský kraj
075400,3.0,200.0,Benešov,Středočeský kraj
187097,2.0,209.0,Praha-východ,Středočeský kraj
002321,3.0,127.0,Benešov,Středočeský kraj
051284,3.0,140.0,Benešov,Středočeský kraj
137235,1.0,62.0,Benešov,Středočeský kraj
024341,3.0,259.0,Benešov,Středočeský kraj
080390,3.0,28.0,Benešov,Středočeský kraj
051314,3.0,162.0,Benešov,Středočeský kraj
118664,3.0,506.0,Benešov,Středočeský kraj
002291,3.0,63.0,Benešov,Středočeský kraj
104281,3.0,1413.0,Benešov,Středočeský kraj
401722,3.0,12.0,Benešov,Středočeský kraj
185361,3.0,107.0,Benešov,Středočeský kraj
190373,2.0,211.0,Beroun,Středočeský kraj
190381,2.0,783.0,Beroun,Středočeský kraj
192449,2.0,3719.0,Beroun,Středočeský kraj
168971,2.0,195.0,Beroun,Středočeský kraj
195707,2.0,256.0,Beroun,Středočeský kraj
195715,2.0,2087.0,Beroun,Středočeský kraj
086461,2.0,1109.0,Beroun,Středočeský kraj
192431,2.0,192.0,Beroun,Středočeský kraj
086487,2.0,161.0,Beroun,Středočeský kraj
090531,2.0,344.0,Beroun,Středočeský kraj
061263,2.0,207.0,Beroun,Středočeský kraj
168963,2.0,578.0,Beroun,Středočeský kraj
002313,3.0,12.0,Benešov,Středočeský kraj
051292,3.0,246.0,Benešov,Středočeský kraj
051276,3.0,128.0,Benešov,Středočeský kraj
155781,1.0,427.0,Beroun,Středočeský kraj
189847,2.0,774.0,Beroun,Středočeský kraj
195693,2.0,95.0,Beroun,Středočeský kraj
086452,2.0,15.0,Beroun,Středočeský kraj
070165,1.0,3614.0,Praha-východ,Středočeský kraj
077232,2.0,901.0,Praha-východ,Středočeský kraj
093009,2.0,128.0,Beroun,Středočeský kraj
075230,1.0,220.0,Praha-východ,Středočeský kraj
077241,3.0,661.0,Praha-východ,Středočeský kraj
097543,3.0,3175.0,Praha-východ,Středočeský kraj
170615,3.0,360.0,Praha-východ,Středočeský kraj
070301,3.0,792.0,Praha-východ,Středočeský kraj
185507,2.0,297.0,Příbram,Středočeský kraj
103446,2.0,233.0,Příbram,Středočeský kraj
101621,2.0,270.0,Příbram,Středočeský kraj
120421,1.0,77.0,Praha-východ,Středočeský kraj
403342,1.0,8764.0,Příbram,Středočeský kraj
047554,1.0,443.0,Praha-západ,Středočeský kraj
076945,2.0,190.0,Beroun,Středočeský kraj
155314,2.0,455.0,Beroun,Středočeský kraj
093866,2.0,576.0,Beroun,Středočeský kraj
024813,1.0,1127.0,Praha-západ,Středočeský kraj
185311,1.0,2754.0,Praha-západ,Středočeský kraj
160393,1.0,1343.0,Praha-východ,Středočeský kraj
415138,1.0,21.0,Praha-východ,Středočeský kraj
009601,2.0,219.0,Příbram,Středočeský kraj
145831,2.0,218.0,Příbram,Středočeský kraj
005533,1.0,50.0,Benešov,Středočeský kraj
187381,2.0,64.0,Praha-východ,Středočeský kraj
187275,2.0,1744.0,Praha-západ,Středočeský kraj
403105,2.0,2053.0,Praha-východ,Středočeský kraj
039683,2.0,516.0,Příbram,Středočeský kraj
145530,2.0,163.0,Praha-východ,Středočeský kraj
134236,2.0,25.0,Praha-východ,Středočeský kraj
009598,2.0,93.0,Příbram,Středočeský kraj
134228,2.0,114.0,Praha-východ,Středočeský kraj
134210,2.0,83.0,Praha-východ,Středočeský kraj
170399,2.0,1334.0,Praha-západ,Středočeský kraj
193798,2.0,600.0,Praha-východ,Středočeský kraj
082562,1.0,910.0,Praha-západ,Středočeský kraj
179329,1.0,35.0,Praha-východ,Středočeský kraj
194042,1.0,746.0,Praha-západ,Středočeský kraj
179281,3.0,574.0,Praha-východ,Středočeský kraj
024830,1.0,307.0,Praha-západ,Středočeský kraj
120553,1.0,645.0,Příbram,Středočeský kraj
028819,1.0,291.0,Praha-západ,Středočeský kraj
109711,1.0,663.0,Praha-západ,Středočeský kraj
119750,1.0,494.0,Praha-západ,Středočeský kraj
194026,1.0,727.0,Praha-západ,Středočeský kraj
119741,1.0,278.0,Praha-západ,Středočeský kraj
047546,1.0,1387.0,Praha-západ,Středočeský kraj
183938,1.0,78.0,Praha-východ,Středočeský kraj
009814,2.0,,,
140180,2.0,83.0,Praha-západ,Středočeský kraj
039691,2.0,133.0,Příbram,Středočeský kraj
031607,2.0,549.0,Příbram,Středočeský kraj
191965,2.0,1559.0,Praha-západ,Středočeský kraj
319252,2.0,88.0,Praha-západ,Středočeský kraj
179311,3.0,202.0,Praha-východ,Středočeský kraj
179337,3.0,157.0,Praha-východ,Středočeský kraj
159425,3.0,313.0,Praha-východ,Středočeský kraj
184985,3.0,569.0,Praha-západ,Středočeský kraj
032387,3.0,83.0,Příbram,Středočeský kraj
403377,3.0,29.0,Příbram,Středočeský kraj
102423,3.0,46.0,Příbram,Středočeský kraj
027766,2.0,459.0,Praha-západ,Středočeský kraj
004073,1.0,125.0,Kutná Hora,Středočeský kraj
195774,1.0,179.0,Kutná Hora,Středočeský kraj
159557,1.0,104.0,Kutná Hora,Středočeský kraj
173185,1.0,200.0,Kolín,Středočeský kraj
172367,2.0,225.0,Kolín,Středočeský kraj
053287,1.0,14.0,Příbram,Středočeský kraj
124907,3.0,130.0,Praha-západ,Středočeský kraj
124915,3.0,111.0,Praha-západ,Středočeský kraj
179345,3.0,2086.0,Praha-východ,Středočeský kraj
120413,3.0,518.0,Praha-východ,Středočeský kraj
159191,2.0,94.0,Příbram,Středočeský kraj
159204,2.0,304.0,Příbram,Středočeský kraj
052116,2.0,693.0,Beroun,Středočeský kraj
104124,3.0,997.0,Benešov,Středočeský kraj
104272,2.0,10.0,Benešov,Středočeský kraj
401323,3.0,0.0,Benešov,Středočeský kraj
133809,1.0,143.0,Ústí nad Orlicí,Pardubický kraj
074519,3.0,209.0,Benešov,Středočeský kraj
123633,3.0,220.0,Benešov,Středočeský kraj
051161,3.0,46.0,Benešov,Středočeský kraj
053953,2.0,45.0,Benešov,Středočeský kraj
103888,2.0,53.0,Benešov,Středočeský kraj
189626,3.0,18.0,Benešov,Středočeský kraj
160776,2.0,399.0,Beroun,Středočeský kraj
086321,2.0,1676.0,Beroun,Středočeský kraj
080799,2.0,1429.0,Beroun,Středočeský kraj
401978,2.0,4354.0,Beroun,Středočeský kraj
113336,2.0,89.0,Beroun,Středočeský kraj
189596,2.0,990.0,Beroun,Středočeský kraj
156230,3.0,1165.0,Praha-východ,Středočeský kraj
059013,1.0,539.0,Kolín,Středočeský kraj
003361,2.0,331.0,Beroun,Středočeský kraj
123366,2.0,225.0,Beroun,Středočeský kraj
081302,2.0,363.0,Beroun,Středočeský kraj
160784,2.0,129.0,Beroun,Středočeský kraj
072974,2.0,1826.0,Beroun,Středočeský kraj
183202,2.0,276.0,Beroun,Středočeský kraj
148997,2.0,85.0,Beroun,Středočeský kraj
152986,2.0,551.0,Beroun,Středočeský kraj
160792,2.0,441.0,Beroun,Středočeský kraj
113328,2.0,215.0,Beroun,Středočeský kraj
078085,2.0,451.0,Beroun,Středočeský kraj
090417,2.0,103.0,Beroun,Středočeský kraj
179582,2.0,208.0,Beroun,Středočeský kraj
166910,2.0,820.0,Beroun,Středočeský kraj
166898,2.0,3.0,Beroun,Středočeský kraj
090999,2.0,99.0,Beroun,Středočeský kraj
073041,2.0,620.0,Beroun,Středočeský kraj
188441,2.0,1253.0,Beroun,Středočeský kraj
148989,2.0,310.0,Beroun,Středočeský kraj
089249,2.0,155.0,Beroun,Středočeský kraj
179591,2.0,221.0,Beroun,Středočeský kraj
403318,2.0,155.0,Příbram,Středočeský kraj
006696,2.0,139.0,Příbram,Středočeský kraj
032379,3.0,212.0,Příbram,Středočeský kraj
147427,1.0,70.0,Praha-západ,Středočeský kraj
066346,1.0,848.0,Praha-západ,Středočeský kraj
015814,1.0,468.0,Příbram,Středočeský kraj
032131,1.0,31.0,Příbram,Středočeský kraj
124893,1.0,182.0,Praha-západ,Středočeský kraj
160059,1.0,362.0,Příbram,Středočeský kraj
085057,1.0,853.0,Praha-západ,Středočeský kraj
145378,2.0,3734.0,Praha-západ,Středočeský kraj
107620,2.0,82.0,Příbram,Středočeský kraj
027821,2.0,518.0,Praha-západ,Středočeský kraj
019453,2.0,394.0,Příbram,Středočeský kraj
080764,2.0,1630.0,Praha-západ,Středočeský kraj
052990,2.0,468.0,Praha-západ,Středočeský kraj
027812,2.0,3669.0,Praha-západ,Středočeský kraj
006700,2.0,890.0,Příbram,Středočeský kraj
188204,2.0,346.0,Příbram,Středočeský kraj
321125,1.0,34.0,Příbram,Středočeský kraj
403351,1.0,8.0,Příbram,Středočeský kraj
403521,1.0,,Příbram,Středočeský kraj
097624,1.0,6351.0,Praha-západ,Středočeský kraj
145807,1.0,1464.0,Praha-západ,Středočeský kraj
098205,1.0,589.0,Příbram,Středočeský kraj
090107,1.0,134.0,Praha-západ,Středočeský kraj
126624,1.0,246.0,Příbram,Středočeský kraj
178497,1.0,197.0,Příbram,Středočeský kraj
153753,1.0,1587.0,Příbram,Středočeský kraj
069973,2.0,913.0,Praha-západ,Středočeský kraj
403172,2.0,104.0,Praha-západ,Středočeský kraj
071048,2.0,204.0,Příbram,Středočeský kraj
078751,2.0,672.0,Praha-západ,Středočeský kraj
052981,2.0,371.0,Praha-západ,Středočeský kraj
189251,3.0,95.0,Příbram,Středočeský kraj
403385,3.0,18.0,Příbram,Středočeský kraj
020354,2.0,561.0,Praha-západ,Středočeský kraj
081809,3.0,206.0,Příbram,Středočeský kraj
109720,1.0,168.0,Praha-západ,Středočeský kraj
182818,2.0,246.0,Kolín,Středočeský kraj
136271,2.0,451.0,Kolín,Středočeský kraj
182796,2.0,196.0,Kolín,Středočeský kraj
182834,2.0,241.0,Kolín,Středočeský kraj
121380,1.0,1613.0,Kolín,Středočeský kraj
015130,2.0,628.0,Beroun,Středočeský kraj
160245,2.0,308.0,Beroun,Středočeský kraj
099309,2.0,742.0,Beroun,Středočeský kraj
401943,2.0,871.0,Beroun,Středočeský kraj
097349,1.0,112.0,Benešov,Středočeský kraj
168327,2.0,92.0,Beroun,Středočeský kraj
160261,3.0,73.0,Beroun,Středočeský kraj
099325,3.0,184.0,Beroun,Středočeský kraj
401951,2.0,10.0,Beroun,Středočeský kraj
185710,2.0,1235.0,Beroun,Středočeský kraj
071960,2.0,249.0,Beroun,Středočeský kraj
160253,2.0,54.0,Beroun,Středočeský kraj
160270,3.0,64.0,Beroun,Středočeský kraj
006688,2.0,558.0,Příbram,Středočeský kraj
062871,3.0,835.0,Praha-západ,Středočeský kraj
053295,3.0,130.0,Příbram,Středočeský kraj
170372,2.0,28.0,Praha-západ,Středočeský kraj
082554,1.0,683.0,Praha-západ,Středočeský kraj
193224,1.0,1030.0,Praha-západ,Středočeský kraj
028797,1.0,3598.0,Praha-západ,Středočeský kraj
071218,2.0,1901.0,Kolín,Středočeský kraj
060178,1.0,742.0,Praha-západ,Středočeský kraj
060186,1.0,611.0,Praha-západ,Středočeský kraj
059315,3.0,825.0,Praha-východ,Středočeský kraj
161179,3.0,1300.0,Praha-východ,Středočeský kraj
165310,3.0,676.0,Praha-východ,Středočeský kraj
161268,1.0,104.0,Kolín,Středočeský kraj
045896,2.0,43.0,Beroun,Středočeský kraj
138690,2.0,175.0,Beroun,Středočeský kraj
045870,2.0,144.0,Beroun,Středočeský kraj
045888,2.0,1505.0,Beroun,Středočeský kraj
149004,2.0,18.0,Beroun,Středočeský kraj
148971,2.0,140.0,Beroun,Středočeský kraj
016446,1.0,645.0,Kolín,Středočeský kraj
031208,3.0,1211.0,Kolín,Středočeský kraj
031224,3.0,257.0,Praha-východ,Středočeský kraj
093025,2.0,61.0,Beroun,Středočeský kraj
093017,2.0,246.0,Beroun,Středočeský kraj
079570,2.0,78.0,Beroun,Středočeský kraj
079588,2.0,28.0,Beroun,Středočeský kraj
161462,1.0,96.0,Praha-východ,Středočeský kraj
051861,2.0,230.0,Beroun,Středočeský kraj
187291,2.0,449.0,Beroun,Středočeský kraj
182249,3.0,118.0,Beroun,Středočeský kraj
001317,2.0,132.0,Kolín,Středočeský kraj
069710,2.0,211.0,Kolín,Středočeský kraj
069736,2.0,147.0,Kolín,Středočeský kraj
103870,2.0,29.0,Benešov,Středočeský kraj
139718,2.0,474.0,Kolín,Středočeský kraj
069728,2.0,261.0,Kolín,Středočeský kraj
139726,2.0,56.0,Kolín,Středočeský kraj
006297,2.0,153.0,Kolín,Středočeský kraj
002071,1.0,1094.0,Nymburk,Středočeský kraj
148911,2.0,129.0,Beroun,Středočeský kraj
104205,2.0,581.0,Beroun,Středočeský kraj
103845,2.0,192.0,Beroun,Středočeský kraj
155233,1.0,196.0,Nymburk,Středočeský kraj
193011,1.0,469.0,Praha-východ,Středočeský kraj
162736,1.0,1858.0,Praha-východ,Středočeský kraj
162744,3.0,309.0,Praha-východ,Středočeský kraj
001309,2.0,300.0,Kolín,Středočeský kraj
006301,2.0,80.0,Kolín,Středočeský kraj
159069,2.0,51.0,Kutná Hora,Středočeský kraj
139734,2.0,31.0,Kolín,Středočeský kraj
097551,3.0,308.0,Praha-východ,Středočeský kraj
401234,2.0,6.0,Benešov,Středočeský kraj
104132,2.0,18.0,Benešov,Středočeský kraj
097322,1.0,46.0,Benešov,Středočeský kraj
097365,1.0,28.0,Benešov,Středočeský kraj
056162,1.0,77.0,Benešov,Středočeský kraj
153800,1.0,755.0,Nymburk,Středočeský kraj
089613,1.0,176.0,Nymburk,Středočeský kraj
135038,1.0,1239.0,Nymburk,Středočeský kraj
104141,2.0,35.0,Benešov,Středočeský kraj
001953,2.0,116.0,Benešov,Středočeský kraj
137243,3.0,50.0,Benešov,Středočeský kraj
104116,3.0,29.0,Benešov,Středočeský kraj
401781,3.0,9.0,Benešov,Středočeský kraj
053961,3.0,159.0,Benešov,Středočeský kraj
104108,3.0,61.0,Benešov,Středočeský kraj
074527,3.0,94.0,Benešov,Středočeský kraj
188425,3.0,70.0,Benešov,Středočeský kraj
188433,3.0,115.0,Benešov,Středočeský kraj
024511,3.0,68.0,Benešov,Středočeský kraj
056154,3.0,152.0,Benešov,Středočeský kraj
137219,3.0,64.0,Benešov,Středočeský kraj
137227,3.0,46.0,Benešov,Středočeský kraj
053970,2.0,31.0,Benešov,Středočeský kraj
074535,2.0,226.0,Benešov,Středočeský kraj
401226,1.0,26.0,Benešov,Středočeský kraj
137260,1.0,98.0,Benešov,Středočeský kraj
403164,3.0,15.0,Praha-západ,Středočeský kraj
056731,2.0,74.0,Benešov,Středočeský kraj
322431,1.0,0.0,Příbram,Středočeský kraj
060101,1.0,274.0,Praha-západ,Středočeský kraj
053309,1.0,44.0,Příbram,Středočeský kraj
097659,2.0,344.0,Praha-západ,Středočeský kraj
006866,2.0,319.0,Praha-západ,Středočeský kraj
060119,2.0,766.0,Praha-západ,Středočeský kraj
023949,2.0,819.0,Praha-západ,Středočeský kraj
060071,3.0,215.0,Praha-západ,Středočeský kraj
053325,1.0,13.0,Příbram,Středočeský kraj
009725,1.0,217.0,Praha-západ,Středočeský kraj
403156,1.0,207.0,Praha-západ,Středočeský kraj
016250,1.0,347.0,Praha-západ,Středočeský kraj
163261,1.0,221.0,Praha-západ,Středočeský kraj
322423,1.0,0.0,Příbram,Středočeský kraj
092207,1.0,733.0,Praha-západ,Středočeský kraj
163252,1.0,1221.0,Praha-západ,Středočeský kraj
104299,2.0,233.0,Benešov,Středočeský kraj
322440,2.0,4.0,Příbram,Středočeský kraj
023931,1.0,346.0,Praha-západ,Středočeský kraj
024848,2.0,440.0,Praha-západ,Středočeský kraj
149616,3.0,907.0,Praha-západ,Středočeský kraj
133779,3.0,55.0,Příbram,Středočeský kraj
060127,1.0,19.0,Praha-západ,Středočeský kraj
016497,3.0,239.0,Beroun,Středočeský kraj
322296,2.0,11.0,Praha-východ,Středočeský kraj
108103,2.0,360.0,Praha-východ,Středočeský kraj
108138,2.0,192.0,Praha-východ,Středočeský kraj
002658,2.0,209.0,Benešov,Středočeský kraj
092126,2.0,59.0,Benešov,Středočeský kraj
095851,2.0,202.0,Benešov,Středočeský kraj
068969,2.0,89.0,Benešov,Středočeský kraj
147095,2.0,84.0,Benešov,Středočeský kraj
162108,2.0,49.0,Benešov,Středočeský kraj
178101,2.0,192.0,Benešov,Středočeský kraj
101435,2.0,50.0,Benešov,Středočeský kraj
050326,2.0,615.0,Praha-západ,Středočeský kraj
088757,2.0,347.0,Praha-západ,Středočeský kraj
060097,2.0,3221.0,Praha-západ,Středočeský kraj
012840,2.0,37.0,Benešov,Středočeský kraj
193844,2.0,12.0,Benešov,Středočeský kraj
133043,2.0,40.0,Benešov,Středočeský kraj
139921,2.0,32.0,Benešov,Středočeský kraj
185191,2.0,284.0,Benešov,Středočeský kraj
083461,2.0,91.0,Benešov,Středočeský kraj
076597,2.0,98.0,Benešov,Středočeský kraj
198234,2.0,6.0,Benešov,Středočeský kraj
083437,2.0,21.0,Benešov,Středočeský kraj
193879,2.0,148.0,Benešov,Středočeský kraj
401455,2.0,1.0,Benešov,Středočeský kraj
178098,2.0,6.0,Benešov,Středočeský kraj
401757,2.0,6.0,Benešov,Středočeský kraj
193852,2.0,25.0,Benešov,Středočeský kraj
133035,2.0,346.0,Benešov,Středočeský kraj
007200,2.0,408.0,Benešov,Středočeský kraj
187046,2.0,110.0,Benešov,Středočeský kraj
023370,2.0,14.0,Benešov,Středočeský kraj
178063,2.0,17.0,Benešov,Středočeský kraj
198277,2.0,18.0,Benešov,Středočeský kraj
193861,2.0,5.0,Benešov,Středočeský kraj
051888,2.0,152.0,Benešov,Středočeský kraj
185183,2.0,108.0,Benešov,Středočeský kraj
192571,2.0,514.0,Benešov,Středočeský kraj
005517,2.0,88.0,Benešov,Středočeský kraj
018881,2.0,949.0,Benešov,Středočeský kraj
020176,2.0,27.0,Benešov,Středočeský kraj
020184,2.0,17.0,Benešov,Středočeský kraj
018902,2.0,3.0,Benešov,Středočeský kraj
029335,2.0,603.0,Benešov,Středočeský kraj
029360,2.0,91.0,Benešov,Středočeský kraj
029378,2.0,81.0,Benešov,Středočeský kraj
013498,2.0,117.0,Benešov,Středočeský kraj
102938,2.0,61.0,Benešov,Středočeský kraj
162418,2.0,33.0,Benešov,Středočeský kraj
152561,2.0,32.0,Benešov,Středočeský kraj
152579,2.0,185.0,Benešov,Středočeský kraj
023361,2.0,42.0,Benešov,Středočeský kraj
064700,2.0,165.0,Benešov,Středočeský kraj
077330,2.0,90.0,Benešov,Středočeský kraj
104230,2.0,25.0,Benešov,Středočeský kraj
058319,2.0,113.0,Benešov,Středočeský kraj
401307,2.0,10.0,Benešov,Středočeský kraj
060968,2.0,81.0,Benešov,Středočeský kraj
104248,2.0,192.0,Benešov,Středočeský kraj
012866,2.0,33.0,Benešov,Středočeský kraj
152544,2.0,59.0,Benešov,Středočeský kraj
157414,2.0,108.0,Benešov,Středočeský kraj
056707,2.0,478.0,Benešov,Středočeský kraj
178080,2.0,56.0,Benešov,Středočeský kraj
033341,2.0,97.0,Benešov,Středočeský kraj
152536,2.0,8.0,Benešov,Středočeský kraj
108952,2.0,179.0,Benešov,Středočeský kraj
068985,2.0,28.0,Benešov,Středočeský kraj
051420,2.0,118.0,Benešov,Středočeský kraj
064718,2.0,22.0,Benešov,Středočeský kraj
154083,1.0,38.0,Litoměřice,Ústecký kraj
007803,2.0,86.0,Benešov,Středočeský kraj
002275,3.0,13.0,Benešov,Středočeský kraj
157406,2.0,8.0,Benešov,Středočeský kraj
136433,2.0,121.0,Benešov,Středočeský kraj
401625,2.0,7.0,Benešov,Středočeský kraj
167029,2.0,100.0,Benešov,Středočeský kraj
002259,3.0,203.0,Benešov,Středočeský kraj
042021,2.0,38.0,Kutná Hora,Středočeský kraj
042030,2.0,229.0,Kutná Hora,Středočeský kraj
042056,2.0,75.0,Kutná Hora,Středočeský kraj
183369,2.0,17.0,Kutná Hora,Středočeský kraj
119440,2.0,10.0,Kutná Hora,Středočeský kraj
119482,2.0,80.0,Kutná Hora,Středočeský kraj
095991,1.0,403.0,Kutná Hora,Středočeský kraj
020966,1.0,92.0,Kolín,Středočeský kraj
106071,1.0,830.0,Kutná Hora,Středočeský kraj
402303,1.0,21.0,Kutná Hora,Středočeský kraj
400947,3.0,15232.0,Benešov,Středočeský kraj
023159,1.0,169.0,Benešov,Středočeský kraj
408484,2.0,3.0,Liberec,Liberecký kraj
020273,1.0,61.0,Kutná Hora,Středočeský kraj
017752,1.0,630.0,Kutná Hora,Středočeský kraj
077801,2.0,653.0,Kutná Hora,Středočeský kraj
020265,2.0,142.0,Kutná Hora,Středočeský kraj
111040,2.0,81.0,Kutná Hora,Středočeský kraj
402222,2.0,894.0,Kutná Hora,Středočeský kraj
175846,2.0,121.0,Kutná Hora,Středočeský kraj
402192,2.0,4439.0,Kutná Hora,Středočeský kraj
078018,2.0,813.0,Kutná Hora,Středočeský kraj
126411,2.0,620.0,Kutná Hora,Středočeský kraj
186228,1.0,306.0,Kutná Hora,Středočeský kraj
017761,1.0,628.0,Kutná Hora,Středočeský kraj
186236,1.0,1474.0,Kutná Hora,Středočeský kraj
020885,2.0,140.0,Kutná Hora,Středočeský kraj
078026,1.0,991.0,Kutná Hora,Středočeský kraj
182214,1.0,94.0,Kutná Hora,Středočeský kraj
079766,1.0,7.0,Kutná Hora,Středočeský kraj
322393,1.0,50.0,Kutná Hora,Středočeský kraj
126390,1.0,383.0,Kutná Hora,Středočeský kraj
077909,1.0,52.0,Kutná Hora,Středočeský kraj
175838,1.0,107.0,Kutná Hora,Středočeský kraj
197858,2.0,15.0,Kutná Hora,Středočeský kraj
103438,2.0,158.0,Kutná Hora,Středočeský kraj
171476,2.0,131.0,Kutná Hora,Středočeský kraj
402273,2.0,13.0,Kutná Hora,Středočeský kraj
174246,2.0,94.0,Kutná Hora,Středočeský kraj
081973,2.0,96.0,Kolín,Středočeský kraj
174262,2.0,51.0,Kutná Hora,Středočeský kraj
081981,2.0,294.0,Kolín,Středočeský kraj
193101,2.0,20.0,Benešov,Středočeský kraj
401617,2.0,15.0,Benešov,Středočeský kraj
121363,1.0,60.0,Kolín,Středočeský kraj
